Address,Stake (Luna),Points
NQ85 FUYD L6KA 2K3H 392Y M6A8 FH9T R3BV 3DBA,1000000000000,90000
NQ85 LPPG QBSS UFPC 4GM2 AMU4 GUMF DVX0 QDSX,800000000000,48000
NQ85 M3LB S478 CV5T 3QK4 BS5H 6G1G 5DQD 3PFA,428632207330,32145
NQ85 P2JB 6X2R 24PC 23C0 16T4 KLY4 45TN 54N7,101000000000,9081
NQ85 PPKH 5ABQ P7BL C9EL 0QYH KKYG DFFC 2Y40,1461636146265,90000
NQ85 PRJV 45VR BJMU UGLD PHXE QGUJ J1M4 SEYY,6787639168,402
NQ85 UQ3U Y45M BQEC DNEG 8K7N HDTY QMVL 4LYM,327500000,8
NQ85 VP60 6AUE 0A9N ARJ6 G0F0 NGCF LDDT PU30,125966891,8
NQ86 1N22 T6FQ VVSJ N661 VG81 G1AP 0S6E PBU1,1099999961785,80000
NQ86 2ALS KF10 J5XV 514A 22SQ D0P4 BB53 TYJG,5922200000,472
NQ86 33SM 2XR0 N7TH S53J VUPG T4LT 7BPT DL1L,3821600000,304
NQ86 38N9 YJJN TDRV EV6J GT0D XKYE AJ4Q 52PT,654834878,48
NQ86 3BBC 8SFQ NS7P 8B15 ALFH J5EN 61AG RDLH,1000000000000,80000
NQ86 B50H 00T3 63QJ TFXK SAVQ VXCF KDAH KK5F,2998283535,102
NQ86 BBYU 4XQM 9C0F MGY3 6F8N 2FJL FKPH TSST,3006900000,225
NQ86 EKHQ M6JU CEE7 DAYD K15E 04EL DB3U TCVX,10000000000,891
NQ86 NJHM BCH9 CDH0 U1ST N3BJ C286 FGEN CGQQ,372194467,12
NQ86 XTCU M6SE H6RB AB7V XVGS 0NY3 M1TD RDGG,156980215532,14121
NQ87 2ET5 R76C MHHL GHC1 MHGT JL3Y 665F NPQQ,200200000,8
NQ87 2SR4 VY9K P504 MMDH 9CBS VT95 1T4G BGVX,509424061156,40752
NQ87 645N XNVB KLPF K0A1 S4BU UN0J 07Y2 HHU1,100098263302,8000
NQ87 EMJH T6L7 U97P QMRP E20A U5FA Q3X9 4ML0,33133852635,1324
NQ87 GTK9 531N DDEH JX8V N75U LN0V 83J7 8XPQ,20952368783,1881
NQ87 MMQF BLU2 FAB4 UADR 9KVE 09LV 8HM1 FJYB,563379498371,33798
NQ88 252E 7LDF PXAJ 0DGF HMX0 9XV6 8H7J 91JN,72075710000,5400
NQ88 2LMV 1810 NDBQ P85C ED8P AAVN YV5G 3XBA,856012690,35
NQ88 AR10 0VGU 0M39 12KN GCPX U3M6 41R6 225M,502582894006,45225
NQ88 BEVC U5JS 2NRJ 55F8 5J3S 5YVB Q25X 55L6,461183395,21.5
NQ88 FJ13 3FAH DCML HVQL HKGH 9C8C JS4Q L07G,100000000,7.5
NQ88 GUDU KJBC 3H94 901R RGUB BYQR 7DEJ NPKY,9500000000,570
NQ88 HH4S PGK8 YL81 NA9V PEEU PHES DPHJ G1UN,1000000000000,90000
NQ88 JXU8 0CTK 2KNR HG13 SH9F QCFK SGH5 2FMX,4754480483,352.5
NQ88 QFRG 7UAN F6MH P0YM PBS8 7VVV 7UTT FM83,300099971979,27000
NQ88 R1TY NJL7 3JAC AGGX 84Q5 RDND F2DQ B2DA,407694000,22.5
NQ88 SQ2Q PXM7 F4AP FHFU 3U01 TKM5 MKG7 NCEG,1000000000000,90000
NQ88 VHKF 39HD RJCK 4GEE D1Q2 JKCL 4YLM TDTP,50277597008,4518
NQ89 0H6J G7HS G999 PDPQ 5M1U 153G 66FF 8UXH,119500000000,8955
NQ89 DSBN DXER DQ3R 0JSF MDM3 JU4V JLG0 5J9J,8399658251,747
NQ89 DY0Y S57B GKLY H378 9CHL 7438 YRAP N4Y4,1000000016791,90000
NQ89 LH74 S2EM 0JEY BKPE HB6U PVVE JGEL 91NA,1000000000000,90000
NQ89 V8X8 YBCG 1M4L NVP9 H6JF 5RBQ APK3 CKMJ,8085000000,640
NQ89 YYB6 P0U6 G9QL BARP NV0K HSR9 LX00 KNHN,1000000000000,80000
NQ90 31VV KTAX GMQ5 E1TN EBQ6 REFE VD6P 4AKD,279330000,12
NQ90 471P NS2B F1MV H0P7 JD5S HD48 N3BP LKCR,14906600000,1117.5
NQ90 7F38 7P37 J7D3 9J3S T5SJ Y96S 1JLA CVFU,13355622349,1056
NQ90 CJ75 62HU 8EUV 1BCE 7TP8 LN8F UKPF RGAB,15183930724,1359
NQ90 EMMQ 8L7D 21A8 0BXJ 2YTP S512 JP1R EFP5,12811768484,320
NQ90 FPSA DMVG 4X4M S65T TXV8 52EF 9SV5 SEBU,587129065424,52839
NQ90 JTNP EKD2 J8XD YPK4 AN66 H5KM 2J77 CPC6,185873600000,16722
NQ90 LVL3 C42J KK1Q DTNN M089 NS0Y 670T NEQA,123533500000,7410
NQ90 RQ56 PXKX 2U5N Y02C 5Q5G M26V AL7L 3VAD,50000004710,2496
NQ90 U15S KFCK 9FQE X47C N11U HQ3A K9HB 45MY,2200000000,88
NQ91 2N41 UJJV KPTD GU6M 6HV1 E1AL M5M4 D4EC,1000000000,60
NQ91 34P1 SU5U HJ40 D1VY 7SAU 0J2L KJ36 PSU3,100000000000,9000
NQ91 6U85 VDQ7 TLAU 8AC7 70X0 2FXM P1AC AA9A,2460255383,92
NQ91 9V5N HRYD TP8L SFVA 3D5Q D8SD NLGK V7EG,130772100000,7842
NQ91 C8RT L098 6MQ6 VEYJ EN9X R192 NEC5 7S2H,2320000000000,90000
NQ91 H0GV YC1B HUB9 HJ46 VV7R 6GS7 BN5F B7L4,108299231581,1082
NQ91 HVHQ QBXJ LV7S RHGQ 1H4K KBG5 3L7U LB96,616778099681,55503
NQ91 M6T9 D3X7 LCQS GUUM C2S4 PBDJ 2UUE 2R0Q,1000000000000,80000
NQ91 YVP8 F5QF JKG6 XUK8 2XXL RDBS YQFQ 7QK4,10006838726,750
NQ92 2RJ2 HNKB FF8K HVCU G17U 7NRE N1J7 Y47R,555421404488,30808
NQ92 5MCX BDKQ 14JB FL5F 46TK A5SX VBSK VTLT,26008400000,2340
NQ92 5VLD 7DEN C5SV NS6T UKPS PUK5 U2UR NL1F,2000000000,150
NQ92 6FF3 A8QA 614N S3N3 B0GH 183N L8PX ADXT,12706000000,952.5
NQ92 6T0M LE5E 0VTJ 82D1 41SQ GDX4 EC67 L843,37911600000,3032
NQ92 BDSD 7VXA U4R6 SY7V SR7T URVT CQR1 9D24,57386201622,5157
NQ92 HTFE YHK4 AVJN 3ES8 3MB6 693G HH84 S1M3,200784300000,18063
NQ92 L86P 715L 0GCJ ADU9 3GL6 HCB1 JNL0 8PRB,6644800000,495
NQ92 MF8G EC9V PY26 GTGX 4YV5 4JF8 YTPB CBYM,215533935151,19395
NQ92 NA61 TXXQ RF5B M3JL BR3C XJ93 XTKD KQQE,21950199702,1642.5
NQ92 U6CR P2BT J56Y U64J MRVF JVM1 FYS2 UUH4,1865800000,98
NQ92 UNQJ AAR4 PJML 41RA CA6K XV5L QLMU 2RC5,20000000000,800
NQ93 02SR HB0D 04CH 30PB RMV9 S5AD VMVK L2SF,16500000000,990
NQ93 1VXV 291C 810J 4EGY V4DR 25GP 6NQC 3PRG,790270160390,71118
NQ93 3RHQ LH59 MKNR T71M CS8J 1A0N ABEC G1HJ,495233270698,44568
NQ93 6PK1 F4YS J65T 7M8E QGSJ EP94 09BC BK9Q,100000000000,6000
NQ93 74LG 5U9Q T8P9 CV5F Y8G0 V7FU 2K67 2P70,204250374979,18378
NQ93 7B8N ANPH UT8Q SPTH GLK7 A3NG QP4N 5XY9,336317769600,30267
NQ93 7V22 G9NA LME8 P4CC FDAP AKM4 QSSR 15EY,100000000000,9000
NQ93 BENS RST8 S0MQ 7BRG C96Y MC7B F3B7 XD1L,198995273047,19788
NQ93 EDTC HDUP L7BJ 7S8P AV4H M3EX TFMJ 10AS,163692831690,9816
NQ93 GDR6 4C6S 4422 9AQV 473N XKTV K5EL 8X87,99999900000,4496
NQ93 J2PR KY1C L8KA NKK9 KQ2G LH2X ULQ8 T784,100000000,6
NQ93 NKTG NM1J 0QK9 2GFE T0Y0 H4J1 YU1P G4KX,200000000,9
NQ93 UJN6 5DMX DUXC AD2F 838S QRTX FTHQ 84E1,205965600000,18531
NQ93 VAAR 4S40 N75L G9XH 43C7 JAB7 N1AG SFK7,48115616527,3100
NQ93 X6A4 UMU9 1JRA KSCN 6C8U 4CEP CV32 CY4Q,100000000,14
NQ94 1N1N RHL8 3S8K J42A 0FDA PV6B PF4D C652,3957136040,328.5
NQ94 3UF9 EV21 4399 6CM2 XLDQ P27B GQ3G VCCP,11022513001,990
NQ94 9B6Q 1KUM 5AR9 GXK8 696K PMQL UFPP 07AY,100000600000,9000
NQ94 A5M0 435U C2AL AGV5 JLPL GAKR 5NQL F2SL,360300000,27
NQ94 B68Q S4DC GAR4 P019 RDKV RVPP V48G 08Y5,44989400000,4032
NQ94 LUE2 R4N7 AR4V SCCV HVBA GTM2 5UKD 620S,991000000000,89190
NQ94 N0HC MF9K QACM K0EN 2S6M LFD4 UBK1 AX6L,373134300000,33579
NQ94 P9J9 RHQL Q0BY PL0R TB9H L9RG AE2P X600,634975775677,57141
NQ94 PK29 FHLK 319S KHQK 6749 HLJG V4UA 7UT2,2172074013913,90000
NQ94 S462 55PF QKQ9 0PLQ 04GE GUEV 5QBC 1UT5,20000000000,1800
NQ94 UDH5 D0N4 08Q0 PAL6 PT1T AJ4V V80M Q4MR,25384702032,2277
NQ95 0GFA TU69 V6PM 06SU FEGE GHPP 68Y3 S25M,68484308709,6156
NQ95 2MAD 5UKD 3EVY UXMA EKX7 PJVM TSHC NQE0,12486079538,1116
NQ95 54FH C2QR M904 CFEJ V5X4 X00F 674D XLD3,299229028603,17952
NQ95 94MJ PUSJ 5PJ9 0RAF PCE7 X21Y LUUN EHBD,111524200000,10035
NQ95 A6BB TXGD 2RB6 VHEV YF4D 5X4A DP4E EJY8,317789197920,28593
NQ95 ARS6 C77H DUKJ R402 YRPB LHYJ HCBE TVE3,1230900000,108
NQ95 FYUP 7JFK FNPR 8TTN E102 8BL8 5L3B U560,1180586803,82.5
NQ95 GU5G D539 9TE6 CSV9 D8PY SMU2 DT91 SCTH,30075500000,2700
NQ95 JU5J 10HT QU8Q 51JB MGXF HFPC 4QX1 FLNU,82983000000,7461
NQ95 M8US B9HR N15R G27H K7UU 7K07 2YQX E2UR,51708400000,3877.5
NQ95 NPMQ 842R KL1Q A506 7N1C NEG7 JMFJ DCB4,234307218985,9372
NQ95 QT05 2VDC RQE6 4V4F 6CJH CJU5 QGHL 6S84,1455446861,105
NQ95 SXFD LJN9 9DFM 7G4X 22K4 R432 2GGY 6K5G,103470653077,4132
NQ95 U1JU 735F 1ER8 AGDA HRVD 69YS JQ8C 1ATM,100005908540,4000
NQ95 VAR4 F5F3 SREP 673M J3XU 24VL NQGG Y352,76089883955,4560
NQ95 XCD8 9YCS 5HRM 4CMT KR7U 8K9T S2S0 CQ4M,456384216933,18252
NQ95 XQA9 UXY6 U7VN CQV5 2EEM L9A3 N001 UQ43,49742839606,3727.5
NQ95 XX9U F3E1 RRKJ 283E B21K UL3A 6SXP L5SN,91733061122,12838
NQ96 4FRR RGH4 D5R2 FJ28 MAKJ XPA2 TQU6 2U2R,27299631000,1632
NQ96 53XH 7V2V C1E0 88B8 UPEK KFRM D924 BNA0,55217479641,3652.5
NQ96 DLTP 9N1V AS8D FTDL VRU8 J9D7 1JUM DFM7,5050000000,125
NQ96 E1KX L6KA TDM5 RQFG FLUL ULSP 9C7Y 1QG2,10000000000,800
NQ96 EP56 Y8SK 2EY0 5S3M S66S 5J7P V2HD AJSS,122930668414,11061
NQ96 FV9F M58E 8PAN A4PK QNTT 6UFU 29T1 P8CH,4000000000,320
NQ96 L3PS YSBY DGYL B7L0 7NJ7 1338 XBV7 3YJS,100000900000,9000
NQ96 NYFX GRVU KVQK BQNL 9E4C 4G23 QMJM S0U2,1302548305,52
NQ96 PBU6 VDKE LTLC 7XN1 YQTE BL40 5UFA DCQ2,121080439820,7260
NQ96 SYH8 N0R0 NR1R KJDX HXXP 8HA3 BY9L MENF,25593500000,2295
NQ96 U1CL 9HH1 NM9L LRS8 GH7P ABY8 34TG QKLR,523400000,22.5
NQ97 2LLV JE1B AYXQ 9U86 H0L3 PB09 VNDF P59G,43969985732,2634
NQ97 3VFP 9SAA XNNX QL7K R0HV N7X2 V7FT 2QVN,13792980752,1027.5
NQ97 5NF7 9MXT KPEU R6AU 831S GMPN GLDQ 1GSA,4550716438,267.5
NQ97 7X9Y 0FQA ST1X 4VHL NVKC HUUQ PQTG DP68,360117531,42
NQ97 C3FR 9QBD ADR0 KDT3 ADLP JGV3 HQ0Q CMD1,879513216870,122182
NQ97 FJ9R 04ME C8J3 FU83 Y673 43Y8 V0JM GXV3,10157600000,757.5
NQ97 G7F9 U3VB 88BM 372J XYQ0 JYGL 5AVL PPA1,2062700000,80
NQ97 NV7R N7NF 16UG MBL0 68AA BVK2 K38F 9VE3,10000953237,1400
NQ97 NYVK 6663 QBV5 0YJT NFYR HPXF BAXU S4UT,1411492971210,90000
NQ97 RLR4 S8U1 3J4A 296R NJE6 SJ0A 1UNQ FA5K,76051479453,5470
NQ97 RXFQ BXYP 0UC7 YKE0 G2A8 NEQ1 QVMR 35QH,209482137,8
NQ97 VLJ5 PJBA NU3E CCQ4 KFA8 SPKJ MX9T A8K2,481404945074,43326
NQ97 Y2BR EQSM 6JY5 KT7L 4A60 7X45 9KS6 484Y,4901971497,294
NQ98 244R 0ERN GYR0 HCA2 8MA6 VTM9 6P27 UUHB,179272100000,16128
NQ98 CGCK RD44 5D44 JLDU CVA8 AJGQ PUPV LJMR,4072847803,240
NQ98 DSAL K57X 59PF TF7S MR01 RB54 0ATM YJHV,20000000000,1800
NQ98 E7AC BY3A MAAB XR9D NTLS VDVK DH2J G6L6,204677353868,18414
NQ98 FFBD 6Y8Q 859Q KYLG GREX ARQB MK9X GNYB,50000000000,6000
NQ98 HAPF FQAV G40T 6NKT 4J0N XR4T 8M8X JQSF,256772531277,23103
NQ98 KBDG XMU8 2V3F 8XGV M2G7 QP3B JTJU LF9L,6565900000,576
NQ98 N1PP LAU9 2G0P J45V E7AR 5JDF D9HY 4RXE,23018200000,2070
NQ98 NN22 5EB2 N105 V9Y7 8930 3VT6 RH28 FVM1,45345490903,4077
NQ98 UPAM TQXF NGV1 402U Y435 LSEP 8LE7 9YGD,4848500000,360
NQ98 V57T 0P8S YPJN XA7Y R5T7 CR24 V6AV M4JL,100000000000,8000
